participant_id,question_id,part,min,max,t_ij,valid_data,censored,LB,is_valid_time,invalid_time
participant_15,Q5,Part 1,298.71616,311.11588,12.399719,True,False,-17.558349749999998,True,False
participant_15,Q6,Part 1,311.11588,366.47815,55.362274,True,False,-16.519976249999978,True,False
participant_15,Q7,Part 2,366.47815,442.35077,75.87262,True,False,-19.12834125,True,False
participant_15,Q8,Part 2,442.35077,515.59753,73.246765,True,False,-13.506705624999995,True,False
participant_15,Q9,Part 2,515.59753,602.0808,86.48328,True,False,-43.915626249999995,True,False
participant_16,Q1,Part 1,4048.6633,4106.973,58.309814,True,False,-15.267332750000005,True,False
participant_16,Q10,Part 2,4532.7515,4604.458,71.70654,True,False,21.069945000000015,True,False
participant_16,Q11,Part 2,4604.458,4656.973,52.515137,True,False,-40.907548000000006,True,False
participant_16,Q12,Part 2,4656.973,4726.158,69.18506,True,False,-25.296664500000006,True,False
participant_16,Q13,Part 2,4726.158,4796.375,70.2168,True,False,-59.49931249999999,True,False
participant_16,Q14,Part 2,4796.375,4833.256,36.88086,True,False,-15.682907499999992,True,False
participant_16,Q15,Part 1,4833.256,4914.2197,80.96387,True,False,-50.906250125,True,False
participant_16,Q2,Part 2,4106.973,4146.9087,39.935547,True,False,5.275637500000002,True,False
participant_16,Q3,Part 1,4146.9087,4209.0767,62.16797,True,False,22.22259500000001,True,False
participant_16,Q4,Part 2,4209.0767,4267.6416,58.56494,True,False,-13.903518624999997,True,False
participant_16,Q5,Part 2,4267.6416,4319.0854,51.443848,True,False,-32.73797499999999,True,False
participant_16,Q6,Part 2,4319.0854,4365.3784,46.29297,True,False,-2.6415825000000055,True,False
participant_16,Q7,Part 1,4365.3784,4435.551,70.17236,True,False,9.099364500000007,True,False
participant_16,Q8,Part 1,4435.551,4498.1675,62.6167,True,False,12.627906249999999,True,False
participant_16,Q9,Part 2,4498.1675,4532.7515,34.583984,True,False,-43.915626249999995,True,False
participant_17,Q1,Part 2,93.62907,197.81746,104.18839,True,False,-50.36237012500002,True,False
participant_17,Q10,Part 2,658.261,729.76697,71.50598,True,False,21.069945000000015,True,False
participant_17,Q11,Part 1,729.76697,805.1705,75.4035,True,False,-23.071903749999997,True,False
participant_17,Q12,Part 2,805.1705,852.2474,47.076904,True,False,-25.296664500000006,True,False
participant_17,Q13,Part 2,852.2474,857.37103,5.123657,True,False,-59.49931249999999,True,False
participant_17,Q14,Part 1,857.37103,915.5343,58.16327,True,False,-14.439941125,True,False
participant_17,Q15,Part 2,915.5343,965.43176,49.89746,True,False,-7.538453000000004,True,False
participant_17,Q2,Part 2,197.81746,262.7717,64.95424,True,False,5.275637500000002,True,False
participant_17,Q3,Part 2,262.7717,324.49078,61.719086,True,False,-5.320869999999985,True,False
participant_17,Q4,Part 2,324.49078,402.10535,77.61456,True,False,-13.903518624999997,True,False
participant_17,Q5,Part 1,402.54105,430.85596,28.31491,True,False,-17.558349749999998,True,False
participant_17,Q6,Part 1,430.85596,503.74817,72.89221,True,False,-16.519976249999978,True,False
participant_17,Q7,Part 2,503.74817,558.95825,55.210083,True,False,-19.12834125,True,False
participant_17,Q8,Part 2,558.95825,598.70496,39.746704,True,False,-13.506705624999995,True,False
participant_17,Q9,Part 1,598.70496,658.261,59.55603,True,False,14.444060250000014,True,False
participant_18,Q1,Part 2,262.72916,304.97687,42.24771,True,False,-50.36237012500002,True,False
participant_18,Q10,Part 2,901.432,962.6467,61.21472,True,False,21.069945000000015,True,False
participant_18,Q11,Part 2,962.6467,1045.9171,83.270386,True,False,-40.907548000000006,True,False
participant_18,Q12,Part 1,1045.9171,1132.9901,87.073,True,False,-33.93513524999999,True,False
participant_18,Q13,Part 2,1132.9901,1169.6036,36.613525,True,False,-59.49931249999999,True,False
participant_18,Q14,Part 2,1169.6036,1205.4999,35.89624,True,False,-15.682907499999992,True,False
participant_18,Q15,Part 1,1205.4999,1226.9822,21.4823,True,False,-50.906250125,True,False
participant_18,Q2,Part 1,305.2514,395.15036,89.89896,True,False,-33.965227500000005,True,False
participant_18,Q3,Part 2,395.15036,431.4965,36.34613,True,False,-5.320869999999985,True,False
participant_18,Q4,Part 2,431.62424,503.8798,72.255554,True,False,-13.903518624999997,True,False
participant_18,Q5,Part 2,503.8798,581.7827,77.90292,True,False,-32.73797499999999,True,False
participant_18,Q6,Part 1,581.7827,674.9514,93.1687,True,False,-16.519976249999978,True,False
participant_18,Q7,Part 2,674.9514,758.1992,83.2478,True,False,-19.12834125,True,False
participant_18,Q8,Part 2,758.1992,841.84894,83.64972,True,False,-13.506705624999995,True,False
participant_18,Q9,Part 1,841.84894,901.432,59.58307,True,False,14.444060250000014,True,False
participant_19,Q1,Part 1,90.80253,174.99591,84.19338,True,False,-15.267332750000005,True,False
participant_19,Q2,Part 1,174.99591,256.91766,81.92175,True,False,-33.965227500000005,True,False
participant_19,Q3,Part 2,256.91766,303.73502,46.817352,True,False,-5.320869999999985,True,False
participant_19,Q4,Part 2,303.73502,328.12332,24.388306,True,False,-13.903518624999997,True,False
participant_19,Q5,Part 2,328.12332,701.7415,373.6182,True,False,-32.73797499999999,True,False
participant_20,Q1,Part 2,578.7309,806.7387,228.00781,True,False,-50.36237012500002,True,False
participant_20,Q10,Part 2,1341.1073,1425.9506,84.84326,True,False,21.069945000000015,True,False
participant_20,Q11,Part 1,1425.9506,1517.2312,91.28064,True,False,-23.071903749999997,True,False
participant_20,Q12,Part 1,1517.2312,1554.9154,37.684204,True,False,-33.93513524999999,True,False
participant_20,Q13,Part 2,1554.9154,1600.8262,45.910767,True,False,-59.49931249999999,True,False
participant_20,Q14,Part 1,1600.8262,1657.7029,56.87671,True,False,-14.439941125,True,False
participant_20,Q15,Part 2,1657.7029,1676.4379,18.734985,True,False,-7.538453000000004,True,False
participant_20,Q2,Part 2,807.52246,849.64984,42.12738,True,False,5.275637500000002,True,False
participant_20,Q3,Part 1,849.64984,918.26117,68.61133,True,False,22.22259500000001,True,False
participant_20,Q4,Part 1,918.26117,987.61743,69.35626,True,False,2.0856787499999783,True,False
participant_20,Q5,Part 2,987.61743,1037.4668,49.849365,True,False,-32.73797499999999,True,False
participant_20,Q6,Part 2,1037.4668,1128.2982,90.83142,True,False,-2.6415825000000055,True,False
participant_20,Q7,Part 2,1128.2982,1178.195,49.89673,True,False,-19.12834125,True,False
participant_20,Q8,Part 2,1178.195,1260.6527,82.45776,True,False,-13.506705624999995,True,False
participant_20,Q9,Part 2,1260.6527,1341.1073,80.45459,True,False,-43.915626249999995,True,False
participant_21,Q1,Part 2,2066.5076,2168.2437,101.736084,True,False,-50.36237012500002,True,False
participant_21,Q10,Part 1,2588.9316,2673.9543,85.022705,True,False,-24.73032000000001,True,False
participant_21,Q11,Part 2,2673.9543,2753.3506,79.39624,True,False,-40.907548000000006,True,False
participant_21,Q12,Part 1,2753.3506,2837.8918,84.54126,True,False,-33.93513524999999,True,False
participant_21,Q13,Part 2,2837.8918,2863.2654,25.373535,True,False,-59.49931249999999,True,False
participant_21,Q14,Part 2,2863.2654,2879.013,15.747559,True,False,-15.682907499999992,True,False
participant_21,Q15,Part 2,2879.013,2910.7036,31.690674,True,False,-7.538453000000004,True,False
participant_21,Q2,Part 2,2168.2437,2205.9426,37.698975,True,False,5.275637500000002,True,False
participant_21,Q3,Part 1,2205.9426,2268.68,62.737305,True,False,22.22259500000001,True,False
participant_21,Q4,Part 1,2268.68,2346.911,78.23096,True,False,2.0856787499999783,True,False
participant_21,Q5,Part 2,2347.3533,2371.3262,23.9729,True,False,-32.73797499999999,True,False
participant_21,Q6,Part 2,2371.3262,2454.0256,82.69946,True,False,-2.6415825000000055,True,False
participant_21,Q7,Part 1,2454.0256,2484.7375,30.711914,True,False,9.099364500000007,True,False
participant_21,Q8,Part 2,2484.7375,2543.6167,58.87915,True,False,-13.506705624999995,True,False
participant_21,Q9,Part 2,2543.6167,2588.9316,45.31494,True,False,-43.915626249999995,True,False
participant_22,Q1,Part 1,25.33086,103.88533,78.554474,True,False,-15.267332750000005,True,False
participant_22,Q10,Part 1,593.264,661.07166,67.80768,True,False,-24.73032000000001,True,False
participant_22,Q11,Part 2,661.07166,679.6545,18.582825,True,False,-40.907548000000006,True,False
participant_22,Q12,Part 2,679.6545,709.81555,30.161072,True,False,-25.296664500000006,True,False
participant_22,Q13,Part 1,709.81555,741.6405,31.824951,True,False,-36.8935275,True,False
participant_22,Q14,Part 2,741.6405,806.26013,64.61963,True,False,-15.682907499999992,True,False
participant_22,Q15,Part 2,806.26013,828.3983,22.138184,True,False,-7.538453000000004,True,False
participant_22,Q2,Part 2,103.88533,235.7224,131.83707,True,False,5.275637500000002,True,False
participant_22,Q3,Part 2,235.7224,299.84653,64.12413,True,False,-5.320869999999985,True,False
participant_22,Q4,Part 1,299.84653,358.0286,58.182068,True,False,2.0856787499999783,True,False
participant_22,Q5,Part 2,358.0286,409.0039,50.97531,True,False,-32.73797499999999,True,False
participant_22,Q6,Part 2,409.0039,480.46918,71.46527,True,False,-2.6415825000000055,True,False
participant_22,Q7,Part 1,480.46918,519.8828,39.413635,True,False,9.099364500000007,True,False
participant_22,Q8,Part 2,519.8828,543.5949,23.712097,True,False,-13.506705624999995,True,False
participant_22,Q9,Part 2,543.5949,593.264,49.669067,True,False,-43.915626249999995,True,False
participant_23,Q1,Part 2,1042.3329,1214.0731,171.74023,True,False,-50.36237012500002,True,False
participant_23,Q10,Part 2,1927.7621,1987.1302,59.368164,True,False,21.069945000000015,True,False
participant_23,Q11,Part 1,1987.1302,2055.5076,68.37732,True,False,-23.071903749999997,True,False
participant_23,Q12,Part 1,2055.5076,2141.9907,86.483154,True,False,-33.93513524999999,True,False
participant_23,Q13,Part 2,2142.6936,2231.7021,89.008545,True,False,-59.49931249999999,True,False
participant_23,Q14,Part 2,2231.7021,2272.3281,40.625977,True,False,-15.682907499999992,True,False
participant_23,Q15,Part 2,2272.3281,2308.895,36.566895,True,False,-7.538453000000004,True,False
participant_23,Q2,Part 2,1214.0731,1285.2968,71.22363,True,False,5.275637500000002,True,False
participant_23,Q3,Part 2,1285.2968,1462.3228,177.026,True,False,-5.320869999999985,True,False
participant_23,Q4,Part 1,1462.3228,1507.1688,44.84607,True,False,2.0856787499999783,True,False
participant_23,Q5,Part 2,1507.1688,1582.9614,75.7926,True,False,-32.73797499999999,True,False
participant_23,Q6,Part 1,1582.9614,1679.8136,96.85217,True,False,-16.519976249999978,True,False
participant_23,Q7,Part 1,1679.8136,1760.7438,80.930176,True,False,9.099364500000007,True,False
participant_23,Q8,Part 2,1760.7438,1841.7681,81.02429,True,False,-13.506705624999995,True,False
participant_23,Q9,Part 2,1841.7681,1927.7621,85.99402,True,False,-43.915626249999995,True,False
participant_24,Q1,Part 2,2589.7698,2619.5398,29.77002,True,False,-50.36237012500002,True,False
participant_24,Q10,Part 2,2939.2222,3009.4363,70.21411,True,False,21.069945000000015,True,False
participant_24,Q11,Part 1,3009.4363,3037.0723,27.635986,True,False,-23.071903749999997,True,False
participant_24,Q12,Part 1,3037.0723,3073.7876,36.715332,True,False,-33.93513524999999,True,False
participant_24,Q13,Part 1,3073.7876,3097.4255,23.63794,True,False,-36.8935275,True,False
participant_24,Q14,Part 2,3097.4255,3128.218,30.79248,True,False,-15.682907499999992,True,False
participant_24,Q15,Part 2,3128.218,3164.7778,36.559814,True,False,-7.538453000000004,True,False
participant_24,Q2,Part 2,2619.5398,2670.6492,51.109375,True,False,5.275637500000002,True,False
participant_24,Q3,Part 1,2670.6492,2709.3723,38.723145,True,False,22.22259500000001,True,False
participant_24,Q4,Part 2,2709.3723,2740.2256,30.853271,True,False,-13.903518624999997,True,False
participant_24,Q5,Part 1,2740.2256,2770.7983,30.572754,True,False,-17.558349749999998,True,False
participant_24,Q6,Part 2,2770.7983,2839.322,68.52368,True,False,-2.6415825000000055,True,False
participant_24,Q7,Part 2,2839.322,2872.1978,32.875732,True,False,-19.12834125,True,False
participant_24,Q8,Part 2,2872.1978,2922.6304,50.432617,True,False,-13.506705624999995,True,False
participant_24,Q9,Part 2,2922.6304,2939.2222,16.591797,True,False,-43.915626249999995,True,False
participant_25,Q1,Part 1,3460.3855,3506.1958,45.810303,True,False,-15.267332750000005,True,False
participant_25,Q10,Part 2,3925.1882,3980.0881,54.899902,True,False,21.069945000000015,True,False
participant_25,Q11,Part 2,3980.0881,4035.1355,55.047363,True,False,-40.907548000000006,True,False
participant_25,Q12,Part 1,4035.1355,4072.9683,37.832764,True,False,-33.93513524999999,True,False
participant_25,Q13,Part 2,4072.9683,4129.972,57.003906,True,False,-59.49931249999999,True,False
participant_25,Q14,Part 2,4129.972,4182.6426,52.67041,True,False,-15.682907499999992,True,False
participant_25,Q15,Part 2,4182.6426,4212.3423,29.699707,True,False,-7.538453000000004,True,False
participant_25,Q2,Part 1,3506.1958,3529.6472,23.451416,True,False,-33.965227500000005,True,False
participant_25,Q3,Part 2,3529.6472,3592.3708,62.723633,True,False,-5.320869999999985,True,False
participant_25,Q4,Part 2,3592.3708,3640.5928,48.221924,True,False,-13.903518624999997,True,False
participant_25,Q5,Part 2,3640.5928,3687.1335,46.54077,True,False,-32.73797499999999,True,False
participant_25,Q6,Part 2,3687.1335,3751.6924,64.55884,True,False,-2.6415825000000055,True,False
participant_25,Q7,Part 2,3751.6924,3795.3264,43.634033,True,False,-19.12834125,True,False
participant_25,Q8,Part 1,3795.3264,3843.1084,47.781982,True,False,12.627906249999999,True,False
participant_25,Q9,Part 1,3843.1084,3925.1882,82.079834,True,False,14.444060250000014,True,False
participant_26,Q1,Part 2,4425.827,4447.3696,21.54248,True,False,-50.36237012500002,True,False
participant_26,Q10,Part 2,4635.7617,4644.3896,8.62793,True,False,21.069945000000015,False,True
participant_26,Q11,Part 2,4644.3896,4707.174,62.78418,True,False,-40.907548000000006,True,False
participant_26,Q12,Part 2,4707.174,4729.0244,21.850586,True,False,-25.296664500000006,True,False
participant_26,Q13,Part 1,4729.0244,4800.2554,71.23096,True,False,-36.8935275,True,False
participant_26,Q14,Part 2,4800.2554,4859.911,59.65576,True,False,-15.682907499999992,True,False
participant_26,Q15,Part 1,4859.911,4876.369,16.458008,True,False,-50.906250125,True,False
participant_26,Q2,Part 2,4447.3696,4477.546,30.17627,True,False,5.275637500000002,True,False
participant_26,Q3,Part 2,4477.546,4504.46,26.914062,True,False,-5.320869999999985,True,False
participant_26,Q4,Part 2,4504.46,4513.543,9.083008,True,False,-13.903518624999997,True,False
participant_26,Q5,Part 1,4513.543,4524.8633,11.3203125,True,False,-17.558349749999998,True,False
participant_26,Q6,Part 1,4524.8633,4568.8916,44.02832,True,False,-16.519976249999978,True,False
participant_26,Q7,Part 2,4568.8916,4584.9814,16.089844,True,False,-19.12834125,True,False
participant_26,Q8,Part 1,4584.9814,4625.5737,40.592285,True,False,12.627906249999999,True,False
participant_26,Q9,Part 2,4625.5737,4635.7617,10.187988,True,False,-43.915626249999995,True,False
participant_27,Q1,Part 1,5774.339,5797.0723,22.733398,True,False,-15.267332750000005,True,False
participant_27,Q10,Part 1,6078.506,6109.2983,30.79248,True,False,-24.73032000000001,True,False
participant_27,Q11,Part 2,6109.2983,6151.9873,42.688965,True,False,-40.907548000000006,True,False
participant_27,Q12,Part 2,6151.9873,6207.913,55.92578,True,False,-25.296664500000006,True,False
participant_27,Q13,Part 1,6207.913,6292.8887,84.975586,True,False,-36.8935275,True,False
participant_27,Q14,Part 2,6292.8887,6348.224,55.33545,True,False,-15.682907499999992,True,False
participant_27,Q15,Part 1,6348.224,6383.0625,34.83838,True,False,-50.906250125,True,False
participant_27,Q2,Part 2,5797.0723,5819.144,22.071777,True,False,5.275637500000002,True,False
participant_27,Q3,Part 1,5819.144,5872.8916,53.74756,True,False,22.22259500000001,True,False
participant_27,Q4,Part 2,5872.8916,5915.5,42.6084,True,False,-13.903518624999997,True,False
participant_27,Q5,Part 2,5915.5,5947.8804,32.38037,True,False,-32.73797499999999,True,False
participant_27,Q6,Part 2,5947.8804,5980.87,32.989746,True,False,-2.6415825000000055,True,False
participant_27,Q7,Part 2,5980.87,6016.914,36.043945,True,False,-19.12834125,True,False
participant_27,Q8,Part 2,6016.914,6064.4395,47.52539,True,False,-13.506705624999995,True,False
participant_27,Q9,Part 2,6064.4395,6078.506,14.066406,True,False,-43.915626249999995,True,False
participant_28,Q1,Part 2,359.75473,416.88913,57.1344,True,False,-50.36237012500002,True,False
participant_28,Q10,Part 2,912.43475,996.1052,83.67047,True,False,21.069945000000015,True,False
participant_28,Q11,Part 2,996.1052,1067.725,71.61975,True,False,-40.907548000000006,True,False
participant_28,Q12,Part 2,1067.725,1101.5454,33.820435,True,False,-25.296664500000006,True,False
participant_28,Q13,Part 2,1101.5454,1185.7715,84.226074,True,False,-59.49931249999999,True,False
participant_28,Q14,Part 2,1185.7715,1272.759,86.98755,True,False,-15.682907499999992,True,False
participant_28,Q15,Part 2,1272.759,1311.6085,38.849487,True,False,-7.538453000000004,True,False
participant_28,Q2,Part 1,416.88913,463.26382,46.374695,True,False,-33.965227500000005,True,False
participant_28,Q3,Part 1,463.26382,563.8469,100.5831,True,False,22.22259500000001,True,False
participant_28,Q4,Part 2,563.8469,582.5497,18.702759,True,False,-13.903518624999997,True,False
participant_28,Q5,Part 2,582.5497,678.53204,95.98236,True,False,-32.73797499999999,True,False
participant_28,Q6,Part 2,678.53204,768.371,89.83893,True,False,-2.6415825000000055,True,False
participant_28,Q7,Part 1,768.7728,799.3713,30.59845,True,False,9.099364500000007,True,False
participant_28,Q8,Part 1,799.3713,847.8035,48.43225,True,False,12.627906249999999,True,False
participant_28,Q9,Part 1,847.8035,912.43475,64.631226,True,False,14.444060250000014,True,False
participant_29,Q1,Part 2,98.0305,154.89355,56.863052,True,False,-50.36237012500002,True,False
participant_29,Q10,Part 2,337.35898,351.63376,14.27478,True,False,21.069945000000015,False,True
participant_29,Q11,Part 2,351.63376,360.1675,8.533752,True,False,-40.907548000000006,True,False
participant_29,Q12,Part 2,360.1675,376.55847,16.39096,True,False,-25.296664500000006,True,False
participant_29,Q13,Part 1,376.55847,388.46826,11.90979,True,False,-36.8935275,True,False
participant_29,Q14,Part 2,388.46826,405.1072,16.638947,True,False,-15.682907499999992,True,False
participant_29,Q15,Part 1,405.1072,427.07108,21.963867,True,False,-50.906250125,True,False
participant_29,Q2,Part 2,154.89355,187.66943,32.77588,True,False,5.275637500000002,True,False
participant_29,Q3,Part 2,187.66943,231.87263,44.2032,True,False,-5.320869999999985,True,False
participant_29,Q4,Part 1,231.87263,272.45135,40.57872,True,False,2.0856787499999783,True,False
participant_29,Q5,Part 1,272.45135,280.7103,8.258942,True,False,-17.558349749999998,True,False
participant_29,Q6,Part 2,290.94574,297.81836,6.8726196,True,False,-2.6415825000000055,True,False
participant_29,Q7,Part 2,297.81836,310.0028,12.184448,True,False,-19.12834125,True,False
participant_29,Q8,Part 1,310.0028,323.7815,13.778687,True,False,12.627906249999999,True,False
participant_29,Q9,Part 2,323.7815,337.35898,13.577484,True,False,-43.915626249999995,True,False
participant_30,Q1,Part 2,48.47074,98.80319,50.33245,True,False,-50.36237012500002,True,False
participant_30,Q11,Part 2,502.36465,519.16516,16.800507,True,False,-40.907548000000006,True,False
participant_30,Q13,Part 1,568.1435,594.2339,26.090393,True,False,-36.8935275,True,False
participant_30,Q14,Part 2,594.56854,616.9349,22.366333,True,False,-15.682907499999992,True,False
participant_30,Q15,Part 2,616.9349,700.1695,83.23462,True,False,-7.538453000000004,True,False
participant_30,Q2,Part 1,98.80319,120.73381,21.930618,True,False,-33.965227500000005,True,False
participant_30,Q3,Part 2,122.93056,136.56227,13.631714,True,False,-5.320869999999985,True,False
participant_30,Q4,Part 1,136.56227,196.22543,59.663162,True,False,2.0856787499999783,True,False
participant_30,Q5,Part 2,196.22543,232.40375,36.178314,True,False,-32.73797499999999,True,False
participant_30,Q6,Part 2,239.97295,277.66516,37.692215,True,False,-2.6415825000000055,True,False
participant_30,Q9,Part 1,394.5596,434.14743,39.58783,True,False,14.444060250000014,True,False
