participant_id,question_id,part,min,max,t_ij,valid_data,censored,LB,is_valid_time,invalid_time,is_correct,label
participant_23,Q13,Part 2,2142.6936,2231.70215,89.00855000000001,True,False,-59.499320000000125,True,False,0,UP
participant_23,Q14,Part 2,2231.70215,2272.32812,40.62597000000005,True,False,-15.682910000000703,True,False,1,NP
participant_23,Q15,Part 2,2272.32812,2308.89502,36.566899999999805,True,False,-7.538450000000111,True,False,0,UP
participant_23,Q2,Part 2,1214.07312,1285.29675,71.22362999999996,True,False,5.275629999999509,True,False,1,NP
participant_23,Q3,Part 2,1285.29675,1462.32275,177.02600000000007,True,False,-5.320869999999928,True,False,0,UP
participant_23,Q4,Part 1,1462.32275,1507.16882,44.846070000000054,True,False,2.085678749999964,True,False,1,NP
participant_23,Q5,Part 2,1507.16882,1582.96143,75.79260999999997,True,False,-32.73799000000031,True,False,0,NA_no_correct
participant_23,Q6,Part 1,1582.96143,1679.8136,96.85216999999989,True,False,-16.519989999999503,True,False,1,NP
participant_23,Q7,Part 1,1679.8136,1760.74377,80.93017000000009,True,False,9.099355000000855,True,False,0,UP
participant_23,Q8,Part 2,1760.74377,1841.76807,81.02430000000004,True,False,-13.50669250000017,True,False,0,UP
participant_23,Q9,Part 2,1841.76807,1927.76208,85.99400999999989,True,False,-43.915629999999766,True,False,1,NP
participant_24,Q1,Part 2,2589.76978,2619.53979,29.77000999999973,True,False,-50.36236749999948,True,False,0,UP
participant_24,Q10,Part 2,2939.22217,3009.43628,70.21410999999989,True,False,21.069950000000233,True,False,0,UP
participant_24,Q11,Part 1,3009.43628,3037.07227,27.63599000000022,True,False,-23.071896249999938,True,False,0,UP
participant_24,Q12,Part 1,3037.07227,3073.7876,36.715329999999994,True,False,-33.935123749999576,True,False,1,NP
participant_24,Q13,Part 1,3073.7876,3097.42554,23.63794000000007,True,False,-36.89351500000005,True,False,0,UP
participant_24,Q14,Part 2,3097.42554,3128.21802,30.792479999999614,True,False,-15.682910000000703,True,False,0,UP
participant_24,Q15,Part 2,3128.21802,3164.77783,36.5598100000002,True,False,-7.538450000000111,True,False,0,UP
participant_24,Q2,Part 2,2619.53979,2670.64917,51.10938000000033,True,False,5.275629999999509,True,False,0,UP
participant_24,Q3,Part 1,2670.64917,2709.37231,38.72314000000006,True,False,22.222594999999387,True,False,0,UP
participant_24,Q4,Part 2,2709.37231,2740.22559,30.853279999999813,True,False,-13.903517500000689,True,False,0,UP
participant_24,Q5,Part 1,2740.22559,2770.79834,30.572749999999814,True,False,-17.558350000001838,True,False,0,NA_no_correct
participant_24,Q6,Part 2,2770.79834,2839.32202,68.52368000000024,True,False,-2.641577499999663,True,False,0,UP
participant_24,Q7,Part 2,2839.32202,2872.19775,32.87572999999975,True,False,-19.128347499999308,True,False,0,UP
participant_24,Q8,Part 2,2872.19775,2922.63037,50.43262000000004,True,False,-13.50669250000017,True,False,0,UP
participant_24,Q9,Part 2,2922.63037,2939.22217,16.59180000000015,True,False,-43.915629999999766,True,False,0,UP
participant_25,Q1,Part 1,3460.3855,3506.1958,45.8103000000001,True,False,-15.267338749999706,True,False,0,UP
participant_25,Q10,Part 2,3925.18823,3980.08813,54.89989999999989,True,False,21.069950000000233,True,False,0,UP
participant_25,Q11,Part 2,3980.08813,4035.1355,55.04736999999977,True,False,-40.907541250000634,True,False,0,UP
participant_25,Q12,Part 1,4035.1355,4072.96826,37.832760000000235,True,False,-33.935123749999576,True,False,0,UP
participant_25,Q13,Part 2,4072.96826,4129.97217,57.003909999999905,True,False,-59.499320000000125,True,False,0,UP
participant_25,Q14,Part 2,4129.97217,4182.64258,52.67040999999972,True,False,-15.682910000000703,True,False,1,NP
participant_25,Q15,Part 2,4182.64258,4212.34229,29.699709999999868,True,False,-7.538450000000111,True,False,0,UP
participant_25,Q2,Part 1,3506.1958,3529.64722,23.45141999999987,True,False,-33.965244999999996,True,False,1,NP
participant_25,Q3,Part 2,3529.64722,3592.37085,62.72362999999996,True,False,-5.320869999999928,True,False,1,NP
participant_25,Q4,Part 2,3592.37085,3640.59277,48.22192000000041,True,False,-13.903517500000689,True,False,0,UP
participant_25,Q5,Part 2,3640.59277,3687.13354,46.54076999999961,True,False,-32.73799000000031,True,False,0,NA_no_correct
participant_25,Q6,Part 2,3687.13354,3751.69238,64.55884000000015,True,False,-2.641577499999663,True,False,1,NP
participant_25,Q7,Part 2,3751.69238,3795.32642,43.634039999999914,True,False,-19.128347499999308,True,False,1,NP
participant_25,Q8,Part 1,3795.32642,3843.1084,47.7819800000002,True,False,12.627906249999654,True,False,1,NP
participant_25,Q9,Part 1,3843.1084,3925.18823,82.07983000000013,True,False,14.444062500000342,True,False,0,UP
participant_26,Q1,Part 2,4425.82715,4447.36963,21.54248000000007,True,False,-50.36236749999948,True,False,1,NP
participant_26,Q10,Part 2,4635.76172,4644.38965,8.627929999999651,True,False,21.069950000000233,False,True,0,INVALID
participant_26,Q11,Part 2,4644.38965,4707.17383,62.78417999999965,True,False,-40.907541250000634,True,False,0,UP
participant_26,Q12,Part 2,4707.17383,4729.02441,21.850580000000264,True,False,-25.296670000000063,True,False,0,UP
participant_26,Q13,Part 1,4729.02441,4800.25537,71.23095999999987,True,False,-36.89351500000005,True,False,1,NP
participant_26,Q14,Part 2,4800.25537,4859.91113,59.655760000000555,True,False,-15.682910000000703,True,False,1,NP
participant_26,Q15,Part 1,4859.91113,4876.36914,16.458009999999376,True,False,-50.906236250000276,True,False,1,NP
participant_26,Q2,Part 2,4447.36963,4477.5459,30.17626999999993,True,False,5.275629999999509,True,False,0,UP
participant_26,Q3,Part 2,4477.5459,4504.45996,26.914060000000063,True,False,-5.320869999999928,True,False,1,NP
participant_26,Q4,Part 2,4504.45996,4513.54297,9.083010000000286,True,False,-13.903517500000689,True,False,1,NP
participant_26,Q5,Part 1,4513.54297,4524.86328,11.320309999999154,True,False,-17.558350000001838,True,False,0,NA_no_correct
participant_26,Q6,Part 1,4524.86328,4568.8916,44.02832000000035,True,False,-16.519989999999503,True,False,1,NP
participant_26,Q7,Part 2,4568.8916,4584.98145,16.089850000000297,True,False,-19.128347499999308,True,False,0,UP
participant_26,Q8,Part 1,4584.98145,4625.57373,40.592279999999846,True,False,12.627906249999654,True,False,1,NP
participant_26,Q9,Part 2,4625.57373,4635.76172,10.187990000000354,True,False,-43.915629999999766,True,False,1,NP
participant_27,Q1,Part 1,5774.33887,5797.07227,22.733400000000074,True,False,-15.267338749999706,True,False,1,NP
participant_27,Q10,Part 1,6078.50586,6109.29834,30.79248000000007,True,False,-24.730319999999836,True,False,1,NP
participant_27,Q11,Part 2,6109.29834,6151.9873,42.6889599999995,True,False,-40.907541250000634,True,False,1,NP
participant_27,Q12,Part 2,6151.9873,6207.91309,55.925790000000234,True,False,-25.296670000000063,True,False,0,UP
participant_27,Q13,Part 1,6207.91309,6292.88867,84.97558000000026,True,False,-36.89351500000005,True,False,1,NP
participant_27,Q14,Part 2,6292.88867,6348.22412,55.33544999999958,True,False,-15.682910000000703,True,False,0,UP
participant_27,Q15,Part 1,6348.22412,6383.0625,34.83838000000014,True,False,-50.906236250000276,True,False,1,NP
participant_27,Q2,Part 2,5797.07227,5819.14404,22.07177000000047,True,False,5.275629999999509,True,False,0,UP
participant_27,Q3,Part 1,5819.14404,5872.8916,53.747559999999794,True,False,22.222594999999387,True,False,1,NP
participant_27,Q4,Part 2,5872.8916,5915.5,42.608400000000074,True,False,-13.903517500000689,True,False,1,NP
participant_27,Q5,Part 2,5915.5,5947.88037,32.38036999999986,True,False,-32.73799000000031,True,False,0,NA_no_correct
participant_27,Q6,Part 2,5947.88037,5980.87012,32.98974999999973,True,False,-2.641577499999663,True,False,0,UP
participant_27,Q7,Part 2,5980.87012,6016.91406,36.043940000000475,True,False,-19.128347499999308,True,False,1,NP
participant_27,Q8,Part 2,6016.91406,6064.43945,47.52538999999979,True,False,-13.50669250000017,True,False,1,NP
participant_27,Q9,Part 2,6064.43945,6078.50586,14.06641000000036,True,False,-43.915629999999766,True,False,1,NP
participant_28,Q1,Part 2,359.75473,416.88913,57.13440000000003,True,False,-50.36236749999948,True,False,0,UP
participant_28,Q10,Part 2,912.43475,996.10522,83.67047000000002,True,False,21.069950000000233,True,False,0,UP
participant_28,Q11,Part 2,996.10522,1067.72498,71.61975999999993,True,False,-40.907541250000634,True,False,0,UP
participant_28,Q12,Part 2,1067.72498,1101.54541,33.82042999999999,True,False,-25.296670000000063,True,False,0,UP
participant_28,Q13,Part 2,1101.54541,1185.77148,84.22607000000016,True,False,-59.499320000000125,True,False,0,UP
participant_28,Q14,Part 2,1185.77148,1272.75903,86.98754999999983,True,False,-15.682910000000703,True,False,1,NP
participant_28,Q15,Part 2,1272.75903,1311.60852,38.84949000000006,True,False,-7.538450000000111,True,False,0,UP
participant_28,Q2,Part 1,416.88913,463.26382,46.37468999999999,True,False,-33.965244999999996,True,False,1,NP
participant_28,Q3,Part 1,463.26382,563.84692,100.58309999999994,True,False,22.222594999999387,True,False,1,UP
participant_28,Q4,Part 2,563.84692,582.54968,18.702760000000012,True,False,-13.903517500000689,True,False,1,NP
participant_28,Q5,Part 2,582.54968,678.53204,95.98236000000009,True,False,-32.73799000000031,True,False,0,NA_no_correct
participant_28,Q6,Part 2,678.53204,768.37097,89.83893,True,False,-2.641577499999663,True,False,0,UP
participant_28,Q7,Part 1,768.77283,799.37128,30.598449999999957,True,False,9.099355000000855,True,False,1,NP
participant_28,Q8,Part 1,799.37128,847.80353,48.43225000000007,True,False,12.627906249999654,True,False,1,NP
participant_28,Q9,Part 1,847.80353,912.43475,64.63121999999998,True,False,14.444062500000342,True,False,0,UP
participant_29,Q1,Part 2,98.0305,154.89355,56.86305,True,False,-50.36236749999948,True,False,0,UP
participant_29,Q10,Part 2,337.35898,351.63376,14.274780000000021,True,False,21.069950000000233,False,True,0,INVALID
participant_29,Q11,Part 2,351.63376,360.16751,8.533749999999998,True,False,-40.907541250000634,True,False,0,UP
participant_29,Q12,Part 2,360.16751,376.55847,16.390960000000007,True,False,-25.296670000000063,True,False,0,UP
participant_29,Q13,Part 1,376.55847,388.46826,11.909789999999987,True,False,-36.89351500000005,True,False,0,UP
participant_29,Q14,Part 2,388.46826,405.10721,16.638950000000023,True,False,-15.682910000000703,True,False,0,UP
participant_29,Q15,Part 1,405.10721,427.07108,21.963869999999986,True,False,-50.906236250000276,True,False,0,UP
participant_29,Q2,Part 2,154.89355,187.66943,32.77588,True,False,5.275629999999509,True,False,0,UP
participant_29,Q3,Part 2,187.66943,231.87263,44.20319999999998,True,False,-5.320869999999928,True,False,0,UP
participant_29,Q4,Part 1,231.87263,272.45135,40.578720000000004,True,False,2.085678749999964,True,False,0,UP
participant_29,Q5,Part 1,272.45135,280.7103,8.258950000000027,True,False,-17.558350000001838,True,False,0,NA_no_correct
participant_29,Q6,Part 2,290.94574,297.81836,6.8726199999999835,True,False,-2.641577499999663,True,False,0,UP
participant_29,Q7,Part 2,297.81836,310.00281,12.184450000000027,True,False,-19.128347499999308,True,False,0,UP
participant_29,Q8,Part 1,310.00281,323.78149,13.778680000000008,True,False,12.627906249999654,True,False,0,UP
participant_29,Q9,Part 2,323.78149,337.35898,13.577489999999955,True,False,-43.915629999999766,True,False,0,UP
participant_3,Q1,Part 2,1388.44543,1426.3125,37.86707000000001,True,False,-50.36236749999948,True,False,0,UP
participant_3,Q10,Part 1,1909.50281,1936.34949,26.846680000000106,True,False,-24.730319999999836,True,False,1,NP
participant_3,Q11,Part 1,1936.34949,1977.1637,40.81421,True,False,-23.071896249999938,True,False,0,UP
participant_3,Q12,Part 2,1977.1637,2016.53711,39.37340999999992,True,False,-25.296670000000063,True,False,0,UP
participant_3,Q13,Part 2,2016.53711,2067.67944,51.1423299999999,True,False,-59.499320000000125,True,False,0,UP
participant_3,Q14,Part 2,2067.67944,2125.91553,58.23609000000033,True,False,-15.682910000000703,True,False,1,NP
participant_3,Q15,Part 1,2125.91553,2198.05078,72.13524999999981,True,False,-50.906236250000276,True,False,0,UP
participant_3,Q2,Part 2,1426.3125,1464.34241,38.02990999999997,True,False,5.275629999999509,True,False,0,UP
participant_3,Q3,Part 1,1464.34241,1499.40515,35.062740000000076,True,False,22.222594999999387,True,False,1,NP
participant_3,Q4,Part 2,1499.40515,1559.10205,59.696899999999914,True,False,-13.903517500000689,True,False,0,UP
participant_3,Q5,Part 2,1559.10205,1678.36707,119.26502000000005,True,False,-32.73799000000031,True,False,0,NA_no_correct
participant_3,Q6,Part 1,1678.36707,1753.12146,74.75439000000006,True,False,-16.519989999999503,True,False,1,NP
participant_3,Q7,Part 2,1753.12146,1827.22583,74.10437000000002,True,False,-19.128347499999308,True,False,0,UP
participant_3,Q8,Part 2,1827.22583,1885.12024,57.89440999999988,True,False,-13.50669250000017,True,False,1,NP
participant_3,Q9,Part 2,1885.12024,1909.50281,24.382569999999987,True,False,-43.915629999999766,True,False,0,UP
participant_30,Q1,Part 2,48.47074,98.80319,50.33245,True,False,-50.36236749999948,True,False,1,NP
participant_30,Q11,Part 2,502.36465,519.16516,16.80051000000003,True,False,-40.907541250000634,True,False,1,NP
participant_30,Q13,Part 1,568.14349,594.23389,26.09039999999993,True,False,-36.89351500000005,True,False,0,UP
participant_30,Q14,Part 2,594.56854,616.93488,22.366340000000037,True,False,-15.682910000000703,True,False,0,UP
participant_30,Q15,Part 2,616.93488,700.16949,83.23460999999998,True,False,-7.538450000000111,True,False,0,UP
participant_30,Q2,Part 1,98.80319,120.73381,21.930620000000005,True,False,-33.965244999999996,True,False,1,NP
participant_30,Q3,Part 2,122.93056,136.56227,13.631710000000012,True,False,-5.320869999999928,True,False,1,NP
participant_30,Q4,Part 1,136.56227,196.22543,59.663159999999976,True,False,2.085678749999964,True,False,1,NP
participant_30,Q5,Part 2,196.22543,232.40375,36.178320000000014,True,False,-32.73799000000031,True,False,0,NA_no_correct
participant_30,Q6,Part 2,239.97295,277.66516,37.69221000000002,True,False,-2.641577499999663,True,False,1,NP
participant_30,Q9,Part 1,394.5596,434.14743,39.58783,True,False,14.444062500000342,True,False,0,UP
participant_4,Q1,Part 1,2732.20264,2759.32495,27.122310000000198,True,False,-15.267338749999706,True,False,1,NP
participant_4,Q10,Part 1,3094.72827,3178.58569,83.85741999999982,True,False,-24.730319999999836,True,False,1,NP
participant_4,Q11,Part 1,3178.58569,3209.63989,31.054200000000037,True,False,-23.071896249999938,True,False,1,NP
participant_4,Q12,Part 2,3209.63989,3224.34253,14.702639999999974,True,False,-25.296670000000063,True,False,0,UP
participant_4,Q13,Part 2,3224.34253,3236.39966,12.057130000000143,True,False,-59.499320000000125,True,False,1,NP
participant_4,Q14,Part 2,3236.39966,3298.68848,62.28881999999976,True,False,-15.682910000000703,True,False,0,UP
participant_4,Q2,Part 2,2759.32495,2792.25439,32.929439999999886,True,False,5.275629999999509,True,False,1,NP
participant_4,Q3,Part 2,2792.25439,2818.29785,26.043459999999868,True,False,-5.320869999999928,True,False,1,NP
participant_4,Q4,Part 2,2818.29785,2842.18433,23.88648000000012,True,False,-13.903517500000689,True,False,0,UP
participant_4,Q5,Part 2,2842.18433,2892.07495,49.890620000000126,True,False,-32.73799000000031,True,False,0,NA_no_correct
participant_4,Q6,Part 1,2892.07495,2919.22217,27.147219999999834,True,False,-16.519989999999503,True,False,1,NP
participant_4,Q7,Part 2,2919.22217,3006.16797,86.94579999999996,True,False,-19.128347499999308,True,False,0,UP
participant_4,Q8,Part 2,3006.16797,3042.05884,35.89087000000018,True,False,-13.50669250000017,True,False,0,UP
participant_4,Q9,Part 2,3042.05884,3094.72827,52.66942999999992,True,False,-43.915629999999766,True,False,0,UP
participant_5,Q1,Part 2,4715.14307,4788.28271,73.13964000000033,True,False,-50.36236749999948,True,False,0,UP
participant_5,Q10,Part 2,5274.06592,5296.38525,22.319330000000264,True,False,21.069950000000233,True,False,0,UP
participant_5,Q11,Part 2,5296.38525,5315.47607,19.09081999999944,True,False,-40.907541250000634,True,False,0,UP
participant_5,Q12,Part 2,5315.47607,5387.20947,71.73340000000007,True,False,-25.296670000000063,True,False,0,UP
participant_5,Q13,Part 1,5387.20947,5450.00049,62.79102000000057,True,False,-36.89351500000005,True,False,1,NP
participant_5,Q14,Part 1,5450.00049,5491.49756,41.49706999999944,True,False,-14.439928750000348,True,False,1,NP
participant_5,Q15,Part 2,5491.49756,5516.48877,24.991210000000137,True,False,-7.538450000000111,True,False,1,NP
participant_5,Q2,Part 2,4788.28271,4868.96533,80.68261999999959,True,False,5.275629999999509,True,False,1,NP
participant_5,Q3,Part 1,4868.96533,5019.37207,150.40674000000035,True,False,22.222594999999387,True,False,1,UP
participant_5,Q4,Part 2,5019.37207,5064.64209,45.27001999999993,True,False,-13.903517500000689,True,False,1,NP
participant_5,Q5,Part 1,5064.64209,5075.57861,10.936519999999291,True,False,-17.558350000001838,True,False,0,NA_no_correct
participant_5,Q6,Part 2,5075.57861,5122.91602,47.33741000000009,True,False,-2.641577499999663,True,False,0,UP
participant_5,Q7,Part 2,5122.91602,5183.75146,60.835440000000744,True,False,-19.128347499999308,True,False,1,NP
participant_5,Q8,Part 2,5183.75146,5212.1123,28.36083999999937,True,False,-13.50669250000017,True,False,0,UP
participant_5,Q9,Part 1,5212.1123,5274.06592,61.95362000000023,True,False,14.444062500000342,True,False,1,NP
participant_6,Q1,Part 2,5991.78516,6046.68848,54.90331999999944,True,False,-50.36236749999948,True,False,0,UP
participant_6,Q10,Part 2,6492.52881,6547.34863,54.81982000000062,True,False,21.069950000000233,True,False,0,UP
participant_6,Q11,Part 2,6547.34863,6578.20117,30.852539999999863,True,False,-40.907541250000634,True,False,0,UP
participant_6,Q12,Part 2,6578.20117,6650.51074,72.30956999999944,True,False,-25.296670000000063,True,False,0,UP
participant_6,Q13,Part 2,6650.51074,6736.40479,85.89404999999988,True,False,-59.499320000000125,True,False,1,NP
participant_6,Q14,Part 1,6736.40479,6756.08643,19.681640000000698,True,False,-14.439928750000348,True,False,1,NP
participant_6,Q15,Part 2,6756.08643,6843.3584,87.27196999999978,True,False,-7.538450000000111,True,False,1,UP
participant_6,Q2,Part 1,6046.68848,6138.86572,92.17723999999998,True,False,-33.965244999999996,True,False,1,NP
participant_6,Q3,Part 2,6138.86572,6196.88672,58.02100000000064,True,False,-5.320869999999928,True,False,1,NP
participant_6,Q4,Part 2,6197.15479,6239.36865,42.21386000000075,True,False,-13.903517500000689,True,False,0,UP
participant_6,Q5,Part 2,6239.36865,6270.13477,30.76611999999932,True,False,-32.73799000000031,True,False,0,NA_no_correct
participant_6,Q6,Part 1,6270.13477,6313.35938,43.22461000000021,True,False,-16.519989999999503,True,False,1,NP
participant_6,Q7,Part 1,6313.35938,6342.40332,29.043940000000475,True,False,9.099355000000855,True,False,1,NP
participant_6,Q8,Part 2,6342.40332,6427.4668,85.0634799999998,True,False,-13.50669250000017,True,False,0,UP
participant_6,Q9,Part 1,6427.4668,6492.52881,65.06200999999965,True,False,14.444062500000342,True,False,0,UP
participant_7,Q1,Part 2,87.61711,137.15276,49.535650000000004,True,False,-50.36236749999948,True,False,0,UP
participant_7,Q10,Part 1,533.7818,577.71045,43.92865000000006,True,False,-24.730319999999836,True,False,1,NP
participant_7,Q11,Part 2,577.71045,630.2395,52.529049999999984,True,False,-40.907541250000634,True,False,0,UP
participant_7,Q12,Part 2,630.2395,700.09125,69.85174999999992,True,False,-25.296670000000063,True,False,0,UP
participant_7,Q13,Part 2,700.09125,784.29187,84.20062000000007,True,False,-59.499320000000125,True,False,0,UP
participant_7,Q14,Part 2,784.29187,826.11597,41.82409999999993,True,False,-15.682910000000703,True,False,0,UP
participant_7,Q15,Part 1,826.11597,869.44763,43.331660000000056,True,False,-50.906236250000276,True,False,0,UP
participant_7,Q2,Part 1,137.15276,177.04852,39.895759999999996,True,False,-33.965244999999996,True,False,0,UP
participant_7,Q3,Part 2,177.04852,219.88651,42.83798999999999,True,False,-5.320869999999928,True,False,0,UP
participant_7,Q4,Part 2,219.88651,266.88153,46.99502000000001,True,False,-13.903517500000689,True,False,1,NP
participant_7,Q5,Part 1,266.88153,322.30508,55.42354999999998,True,False,-17.558350000001838,True,False,0,NA_no_correct
participant_7,Q6,Part 2,322.30508,384.97552,62.67044000000004,True,False,-2.641577499999663,True,False,0,UP
participant_7,Q7,Part 2,384.97552,428.92422,43.948699999999974,True,False,-19.128347499999308,True,False,0,UP
participant_7,Q8,Part 1,428.92422,461.5123,32.58807999999999,True,False,12.627906249999654,True,False,0,UP
participant_7,Q9,Part 2,461.5123,533.7818,72.2695,True,False,-43.915629999999766,True,False,1,NP
participant_8,Q1,Part 2,1355.76172,1394.07678,38.31506000000013,True,False,-50.36236749999948,True,False,0,UP
participant_8,Q10,Part 2,1836.68896,1888.03284,51.34388000000013,True,False,21.069950000000233,True,False,0,UP
participant_8,Q11,Part 2,1888.03284,1945.57251,57.53966999999989,True,False,-40.907541250000634,True,False,0,UP
participant_8,Q12,Part 2,1945.57251,1999.95056,54.37805000000003,True,False,-25.296670000000063,True,False,0,UP
participant_8,Q13,Part 2,1999.95056,2044.28748,44.336919999999964,True,False,-59.499320000000125,True,False,0,UP
participant_8,Q14,Part 2,2044.28748,2120.80347,76.51598999999987,True,False,-15.682910000000703,True,False,0,UP
participant_8,Q15,Part 1,2120.80347,2197.96948,77.16601000000037,True,False,-50.906236250000276,True,False,1,NP
participant_8,Q2,Part 1,1394.07678,1463.47937,69.40258999999992,True,False,-33.965244999999996,True,False,0,UP
participant_8,Q3,Part 1,1463.47937,1516.31665,52.837279999999964,True,False,22.222594999999387,True,False,0,UP
participant_8,Q4,Part 2,1516.31665,1574.87476,58.55810999999994,True,False,-13.903517500000689,True,False,0,UP
participant_8,Q5,Part 2,1574.87476,1630.92664,56.05187999999998,True,False,-32.73799000000031,True,False,0,NA_no_correct
participant_8,Q6,Part 2,1637.90002,1693.9325,56.03247999999985,True,False,-2.641577499999663,True,False,0,UP
participant_8,Q7,Part 1,1693.9325,1736.27283,42.34033000000022,True,False,9.099355000000855,True,False,1,NP
participant_8,Q8,Part 1,1736.27283,1789.93408,53.66124999999988,True,False,12.627906249999654,True,False,0,UP
participant_8,Q9,Part 2,1789.93408,1836.68896,46.75487999999996,True,False,-43.915629999999766,True,False,0,UP
participant_9,Q1,Part 2,2820.06665,2883.31348,63.24682999999959,True,False,-50.36236749999948,True,False,0,UP
participant_9,Q10,Part 1,3256.65747,3290.0686,33.41112999999996,True,False,-24.730319999999836,True,False,1,NP
participant_9,Q11,Part 2,3290.71875,3304.36304,13.644290000000183,True,False,-40.907541250000634,True,False,0,UP
participant_9,Q12,Part 2,3304.36304,3337.38672,33.023679999999786,True,False,-25.296670000000063,True,False,1,NP
participant_9,Q13,Part 1,3337.38672,3420.09888,82.71216000000004,True,False,-36.89351500000005,True,False,1,NP
participant_9,Q14,Part 2,3420.09888,3438.41919,18.320310000000063,True,False,-15.682910000000703,True,False,1,NP
participant_9,Q15,Part 2,3438.41919,3469.28516,30.865969999999834,True,False,-7.538450000000111,True,False,0,UP
participant_9,Q2,Part 2,2883.31348,2929.09741,45.783930000000055,True,False,5.275629999999509,True,False,1,NP
participant_9,Q3,Part 1,2929.09741,3002.34448,73.24707000000035,True,False,22.222594999999387,True,False,1,NP
participant_9,Q4,Part 2,3002.34448,3029.39941,27.054929999999786,True,False,-13.903517500000689,True,False,1,NP
participant_9,Q5,Part 2,3029.39941,3059.87769,30.478279999999813,True,False,-32.73799000000031,True,False,0,NA_no_correct
participant_9,Q6,Part 1,3059.87769,3110.6582,50.78051000000005,True,False,-16.519989999999503,True,False,1,NP
participant_9,Q7,Part 1,3110.6582,3129.84937,19.191170000000056,True,False,9.099355000000855,True,False,1,NP
participant_9,Q8,Part 2,3129.84937,3172.94946,43.10008999999991,True,False,-13.50669250000017,True,False,0,UP
participant_9,Q9,Part 2,3172.94946,3256.65747,83.70801000000029,True,False,-43.915629999999766,True,False,1,NP
